PAHY_Scaf_082 0 PAHY_Scaf_082 10 70
PAHY_Scaf_082 0 PAHY_Scaf_082 11 124
PAHY_Scaf_082 0 PAHY_Scaf_082 113 1
PAHY_Scaf_082 0 PAHY_Scaf_082 120 1
PAHY_Scaf_082 0 PAHY_Scaf_082 12 125
PAHY_Scaf_082 0 PAHY_Scaf_082 1 219
PAHY_Scaf_082 0 PAHY_Scaf_082 127 1
PAHY_Scaf_082 0 PAHY_Scaf_082 128 1
PAHY_Scaf_082 0 PAHY_Scaf_082 13 35
PAHY_Scaf_082 0 PAHY_Scaf_082 140 2
PAHY_Scaf_082 0 PAHY_Scaf_082 141 1
PAHY_Scaf_082 0 PAHY_Scaf_082 14 36
PAHY_Scaf_082 0 PAHY_Scaf_082 15 27
PAHY_Scaf_082 0 PAHY_Scaf_082 160 1
PAHY_Scaf_082 0 PAHY_Scaf_082 16 29
PAHY_Scaf_082 0 PAHY_Scaf_082 163 1
PAHY_Scaf_082 0 PAHY_Scaf_082 165 1
PAHY_Scaf_082 0 PAHY_Scaf_082 166 1
PAHY_Scaf_082 0 PAHY_Scaf_082 167 1
PAHY_Scaf_082 0 PAHY_Scaf_082 169 1
PAHY_Scaf_082 0 PAHY_Scaf_082 171 1
PAHY_Scaf_082 0 PAHY_Scaf_082 172 1
PAHY_Scaf_082 0 PAHY_Scaf_082 173 1
PAHY_Scaf_082 0 PAHY_Scaf_082 175 1
PAHY_Scaf_082 0 PAHY_Scaf_082 17 53
PAHY_Scaf_082 0 PAHY_Scaf_082 176 1
PAHY_Scaf_082 0 PAHY_Scaf_082 18 62
PAHY_Scaf_082 0 PAHY_Scaf_082 19 11
PAHY_Scaf_082 0 PAHY_Scaf_082 20 20
PAHY_Scaf_082 0 PAHY_Scaf_082 21 5
PAHY_Scaf_082 0 PAHY_Scaf_082 22 9
PAHY_Scaf_082 0 PAHY_Scaf_082 23 7
PAHY_Scaf_082 0 PAHY_Scaf_082 24 2
PAHY_Scaf_082 0 PAHY_Scaf_082 25 2
PAHY_Scaf_082 0 PAHY_Scaf_082 26 7
PAHY_Scaf_082 0 PAHY_Scaf_082 2 696
PAHY_Scaf_082 0 PAHY_Scaf_082 27 17
