PAHY_Scaf_104 0 PAHY_Scaf_104 10 5
PAHY_Scaf_104 0 PAHY_Scaf_104 11 5
PAHY_Scaf_104 0 PAHY_Scaf_104 12 4
PAHY_Scaf_104 0 PAHY_Scaf_104 1 26
PAHY_Scaf_104 0 PAHY_Scaf_104 13 4
PAHY_Scaf_104 0 PAHY_Scaf_104 14 1
PAHY_Scaf_104 0 PAHY_Scaf_104 15 3
PAHY_Scaf_104 0 PAHY_Scaf_104 16 3
PAHY_Scaf_104 0 PAHY_Scaf_104 17 1
PAHY_Scaf_104 0 PAHY_Scaf_104 19 1
PAHY_Scaf_104 0 PAHY_Scaf_104 20 2
PAHY_Scaf_104 0 PAHY_Scaf_104 21 1
PAHY_Scaf_104 0 PAHY_Scaf_104 22 1
PAHY_Scaf_104 0 PAHY_Scaf_104 2 23
PAHY_Scaf_104 0 PAHY_Scaf_104 23 1
PAHY_Scaf_104 0 PAHY_Scaf_104 3 20
PAHY_Scaf_104 0 PAHY_Scaf_104 4 17
PAHY_Scaf_104 0 PAHY_Scaf_104 5 12
PAHY_Scaf_104 0 PAHY_Scaf_104 52 1
PAHY_Scaf_104 0 PAHY_Scaf_104 53 1
PAHY_Scaf_104 0 PAHY_Scaf_104 54 1
PAHY_Scaf_104 0 PAHY_Scaf_104 55 1
PAHY_Scaf_104 0 PAHY_Scaf_104 56 1
PAHY_Scaf_104 0 PAHY_Scaf_104 57 1
PAHY_Scaf_104 0 PAHY_Scaf_104 58 1
PAHY_Scaf_104 0 PAHY_Scaf_104 59 1
PAHY_Scaf_104 0 PAHY_Scaf_104 6 18
PAHY_Scaf_104 0 PAHY_Scaf_104 7 11
PAHY_Scaf_104 0 PAHY_Scaf_104 8 6
PAHY_Scaf_104 0 PAHY_Scaf_104 9 4
PAHY_Scaf_104 10 PAHY_Scaf_104 11 204
PAHY_Scaf_104 10 PAHY_Scaf_104 12 180
PAHY_Scaf_104 10 PAHY_Scaf_104 13 152
PAHY_Scaf_104 10 PAHY_Scaf_104 14 120
PAHY_Scaf_104 10 PAHY_Scaf_104 15 107
PAHY_Scaf_104 10 PAHY_Scaf_104 16 85
PAHY_Scaf_104 10 PAHY_Scaf_104 17 56
PAHY_Scaf_104 10 PAHY_Scaf_104 18 47
PAHY_Scaf_104 10 PAHY_Scaf_104 19 33
PAHY_Scaf_104 10 PAHY_Scaf_104 20 31
PAHY_Scaf_104 10 PAHY_Scaf_104 21 37
PAHY_Scaf_104 10 PAHY_Scaf_104 22 16
PAHY_Scaf_104 10 PAHY_Scaf_104 23 21
PAHY_Scaf_104 10 PAHY_Scaf_104 24 16
PAHY_Scaf_104 10 PAHY_Scaf_104 25 21
PAHY_Scaf_104 10 PAHY_Scaf_104 26 20
PAHY_Scaf_104 10 PAHY_Scaf_104 27 15
PAHY_Scaf_104 10 PAHY_Scaf_104 28 9
PAHY_Scaf_104 10 PAHY_Scaf_104 29 17
PAHY_Scaf_104 10 PAHY_Scaf_104 30 12
PAHY_Scaf_104 10 PAHY_Scaf_104 31 16
PAHY_Scaf_104 10 PAHY_Scaf_104 32 3
PAHY_Scaf_104 10 PAHY_Scaf_104 33 6
PAHY_Scaf_104 10 PAHY_Scaf_104 34 5
PAHY_Scaf_104 10 PAHY_Scaf_104 35 5
PAHY_Scaf_104 10 PAHY_Scaf_104 36 3
PAHY_Scaf_104 10 PAHY_Scaf_104 37 10
PAHY_Scaf_104 10 PAHY_Scaf_104 38 6
PAHY_Scaf_104 10 PAHY_Scaf_104 39 1
PAHY_Scaf_104 10 PAHY_Scaf_104 40 2
PAHY_Scaf_104 10 PAHY_Scaf_104 41 11
PAHY_Scaf_104 10 PAHY_Scaf_104 42 4
PAHY_Scaf_104 10 PAHY_Scaf_104 43 1
PAHY_Scaf_104 10 PAHY_Scaf_104 47 1
PAHY_Scaf_104 10 PAHY_Scaf_104 48 1
PAHY_Scaf_104 10 PAHY_Scaf_104 53 1
PAHY_Scaf_104 10 PAHY_Scaf_104 54 1
PAHY_Scaf_104 10 PAHY_Scaf_104 55 1
PAHY_Scaf_104 10 PAHY_Scaf_104 58 2
PAHY_Scaf_104 10 PAHY_Scaf_104 59 1
PAHY_Scaf_104 10 PAHY_Scaf_104 60 1
PAHY_Scaf_104 11 PAHY_Scaf_104 12 172
PAHY_Scaf_104 11 PAHY_Scaf_104 13 124
PAHY_Scaf_104 11 PAHY_Scaf_104 14 112
PAHY_Scaf_104 11 PAHY_Scaf_104 15 97
PAHY_Scaf_104 11 PAHY_Scaf_104 16 82
PAHY_Scaf_104 11 PAHY_Scaf_104 17 51
PAHY_Scaf_104 11 PAHY_Scaf_104 18 48
PAHY_Scaf_104 11 PAHY_Scaf_104 19 36
PAHY_Scaf_104 11 PAHY_Scaf_104 20 22
PAHY_Scaf_104 11 PAHY_Scaf_104 21 32
PAHY_Scaf_104 11 PAHY_Scaf_104 22 14
PAHY_Scaf_104 11 PAHY_Scaf_104 23 27
PAHY_Scaf_104 11 PAHY_Scaf_104 24 18
PAHY_Scaf_104 11 PAHY_Scaf_104 25 20
PAHY_Scaf_104 11 PAHY_Scaf_104 26 23
PAHY_Scaf_104 11 PAHY_Scaf_104 27 17
PAHY_Scaf_104 11 PAHY_Scaf_104 28 9
PAHY_Scaf_104 11 PAHY_Scaf_104 29 14
PAHY_Scaf_104 11 PAHY_Scaf_104 30 11
PAHY_Scaf_104 11 PAHY_Scaf_104 31 15
PAHY_Scaf_104 11 PAHY_Scaf_104 32 3
PAHY_Scaf_104 11 PAHY_Scaf_104 33 3
PAHY_Scaf_104 11 PAHY_Scaf_104 34 7
PAHY_Scaf_104 11 PAHY_Scaf_104 35 9
PAHY_Scaf_104 11 PAHY_Scaf_104 36 3
PAHY_Scaf_104 11 PAHY_Scaf_104 37 8
PAHY_Scaf_104 11 PAHY_Scaf_104 38 5
PAHY_Scaf_104 11 PAHY_Scaf_104 39 1
PAHY_Scaf_104 11 PAHY_Scaf_104 40 4
PAHY_Scaf_104 11 PAHY_Scaf_104 41 8
PAHY_Scaf_104 11 PAHY_Scaf_104 42 4
PAHY_Scaf_104 11 PAHY_Scaf_104 54 1
PAHY_Scaf_104 11 PAHY_Scaf_104 58 1
PAHY_Scaf_104 11 PAHY_Scaf_104 60 1
PAHY_Scaf_104 11 PAHY_Scaf_104 70 1
PAHY_Scaf_104 11 PAHY_Scaf_104 91 1
PAHY_Scaf_104 12 PAHY_Scaf_104 13 157
PAHY_Scaf_104 12 PAHY_Scaf_104 14 134
PAHY_Scaf_104 12 PAHY_Scaf_104 15 112
PAHY_Scaf_104 12 PAHY_Scaf_104 16 87
PAHY_Scaf_104 12 PAHY_Scaf_104 17 70
PAHY_Scaf_104 12 PAHY_Scaf_104 18 66
